	Label	Area	Mean	Min	Max
432	J_M_pos_control.tif	0.00140	31167.18367	24480	38748
433	J_M_pos_control.tif	0.00186	33752.24615	24492	44092
434	J_M_pos_control.tif	0.00357	32463.29317	24488	43872
435	J_M_pos_control.tif	0.00238	33393.63855	24588	44576
436	J_M_pos_control.tif	0.00506	32334.93484	24492	41944
437	J_M_pos_control.tif	0.00138	32212.91667	24612	42000
438	J_M_pos_control.tif	0.00340	33048.64135	24444	43020
439	J_M_pos_control.tif	0.00182	33381.22835	24552	43856
440	J_M_pos_control.tif	0.00140	33324.89796	24508	44816
441	J_M_pos_control.tif	0.00219	32614.58824	24724	40956
442	J_M_pos_control.tif	0.00066	28154.86957	24448	32164
443	J_M_pos_control.tif	0.00300	32369.18660	24644	43124
444	J_M_pos_control.tif	0.01078	33530.21809	24464	43088
445	J_M_pos_control.tif	0.00185	33087.72093	24444	43644
446	J_M_pos_control.tif	0.00143	31876.40000	24520	40144
447	J_M_pos_control.tif	0.00456	33818.32704	24512	46376
448	J_M_pos_control.tif	0.00096	31404.00000	24804	38520
449	J_M_pos_control.tif	0.00589	31456.73966	24448	42208
450	J_M_pos_control.tif	0.00269	33083.14894	24520	41364
451	J_M_pos_control.tif	0.00493	32849.15116	24472	44216
452	J_M_pos_control.tif	0.00063	30322.90909	24456	38096
453	J_M_pos_control.tif	0.00302	33349.70616	24456	42644
454	J_M_pos_control.tif	0.00311	31497.69585	24456	40376
455	J_M_pos_control.tif	0.00123	31532.55814	24472	39744
456	J_M_pos_control.tif	0.00135	32040.29787	24456	41372
457	J_M_pos_control.tif	0.00338	32747.57627	24556	41816
458	J_M_pos_control.tif	0.00100	28790.68571	24500	34948
459	J_M_pos_control.tif	0.00085	31940.94915	24692	40672
460	J_M_pos_control.tif	0.00265	33128.34595	24524	43760
461	J_M_pos_control.tif	0.00261	32138.06593	24452	40904
462	J_M_pos_control.tif	0.00185	32913.20930	24464	42144
463	J_M_pos_control.tif	0.00179	32179.26400	24548	40532
464	J_M_pos_control.tif	0.00231	32069.24224	24628	42432
465	J_M_pos_control.tif	0.00202	32223.57447	24632	41568
466	J_M_pos_control.tif	0.00202	31312.11348	24620	39224
467	J_M_pos_control.tif	0.00374	34914.42146	24544	46388
468	J_M_pos_control.tif	0.00047	28492.48485	24520	32204
469	J_M_pos_control.tif	0.00079	28609.30909	24504	33656
470	J_M_pos_control.tif	0.00367	32898.09375	24456	41264
471	J_M_pos_control.tif	0.00226	30801.67089	24448	39768
472	J_M_pos_control.tif	0.01294	33314.64009	24480	47444
473	J_M_pos_control.tif	0.00163	29654.52632	24484	36844
474	J_M_pos_control.tif	0.00328	32912.45415	24488	43748
475	J_M_pos_control.tif	0.00138	28920.04167	24532	34212
476	J_M_pos_control.tif	0.00080	30340.21429	25316	36228
477	J_M_pos_control.tif	0.00079	27843.56364	24688	32056
478	J_M_pos_control.tif	0.00196	33157.37226	24644	42576
479	J_M_pos_control.tif	0.00357	32835.64659	24532	41516
480	J_M_pos_control.tif	0.00456	31400.26415	24492	41760
481	J_M_pos_control.tif	0.00140	31297.59184	24484	38664
482	J_M_pos_control.tif	0.00146	31540.78431	24456	39572
483	J_M_pos_control.tif	0.00093	29826.03077	24508	35876
484	J_M_pos_control.tif	0.00093	30771.75385	24856	37600
485	J_M_pos_control.tif	0.00163	30169.64912	24512	37792
486	J_M_pos_control.tif	0.00106	30732.81081	24472	38064
487	J_M_pos_control.tif	0.00324	32267.64602	24464	40376
488	J_M_pos_control.tif	0.00182	30227.11811	24448	38144
489	J_M_pos_control.tif	0.00294	31438.82927	24628	39044
490	J_M_pos_control.tif	0.00216	32595.89404	24528	42528
491	J_M_pos_control.tif	0.00057	28666.70000	24468	34100
492	J_M_pos_control.tif	0.00469	32707.11927	24460	40984
493	J_M_pos_control.tif	0.00148	31564.97087	24632	39348
494	J_M_pos_control.tif	0.00142	33085.73737	24648	42908
495	J_M_pos_control.tif	0.00226	32291.44304	24472	41780
496	J_M_pos_control.tif	0.00116	29556.49383	24536	35988
497	J_M_pos_control.tif	0.00161	32043.21429	24456	40496
498	J_M_pos_control.tif	0.00052	30175.88889	25064	36872
499	J_M_pos_control.tif	0.00186	31877.13846	24452	39660
500	J_M_pos_control.tif	0.00297	31129.52657	24548	41084
501	J_M_pos_control.tif	0.00171	32179.79832	24720	40836
502	J_M_pos_control.tif	0.00279	32116.73846	24472	41596
503	J_M_pos_control.tif	0.00118	31261.46341	24456	39568
504	J_M_pos_control.tif	0.00178	30890.12903	24592	39612
505	J_M_pos_control.tif	0.00128	32004.94382	24456	40092
506	J_M_pos_control.tif	0.00191	31373.41353	24576	39560
507	J_M_pos_control.tif	0.00238	31063.51807	24472	40456
508	J_M_pos_control.tif	0.00262	31919.14754	24528	39240
509	J_M_pos_control.tif	0.00171	30489.37815	24504	38288
510	J_M_pos_control.tif	0.00222	31113.60000	24448	40436
511	J_M_pos_control.tif	0.00073	29806.19608	24476	36716
512	J_M_pos_control.tif	0.00123	30401.58140	24508	37712
513	J_M_pos_control.tif	0.00189	31395.51515	24548	39588
514	J_M_pos_control.tif	0.00325	31591.80617	24444	39844
515	J_M_pos_control.tif	0.00062	29579.06977	24704	34848
516	J_M_pos_control.tif	0.00843	31680.09524	24448	41276
517	J_M_pos_control.tif	0.00315	31279.89091	24472	40588
518	J_M_pos_control.tif	0.00135	30144.21277	24588	37124
519	J_M_pos_control.tif	0.00681	31416.84211	24492	40944
520	J_M_pos_control.tif	0.00173	32200.95868	24564	40792
521	J_M_pos_control.tif	0.00460	32079.83801	24472	42284
522	J_M_pos_control.tif	0.00183	31974.59375	24644	39884
523	J_M_pos_control.tif	0.00209	31036.32877	24456	39864
524	J_M_pos_control.tif	0.00059	30264.78049	25172	36724
525	J_M_pos_control.tif	0.00156	30814.82569	24592	38344
526	J_M_pos_control.tif	0.00105	30418.46575	24620	37780
527	J_M_pos_control.tif	0.00365	31519.02745	24484	41680
528	J_M_pos_control.tif	0.00251	30665.44000	24488	38440
529	J_M_pos_control.tif	0.00302	32306.84360	24572	42392
530	J_M_pos_control.tif	0.00099	29895.24638	24508	36836
531	J_M_pos_control.tif	0.00202	31125.39007	24448	39048
532	J_M_pos_control.tif	0.00173	31077.25620	24536	38612
533	J_M_pos_control.tif	0.00198	29797.27536	24444	36488
534	J_M_pos_control.tif	0.00380	32665.67547	24444	42148
535	J_M_pos_control.tif	0.00139	30556.00000	24568	37128
536	J_M_pos_control.tif	0.00168	29596.54701	24460	36484
537	J_M_pos_control.tif	0.00120	30919.42857	24576	38848
538	J_M_pos_control.tif	0.00325	30456.33480	24512	38516
539	J_M_pos_control.tif	0.00046	27585.50000	24596	31452
540	J_M_pos_control.tif	0.00284	31875.09091	24668	41164
541	J_M_pos_control.tif	0.00218	30969.60526	24564	38756
542	J_M_pos_control.tif	0.00195	30737.88235	24536	38656
543	J_M_pos_control.tif	0.00110	29403.27273	24456	35212
544	J_M_pos_control.tif	0.00328	33170.75983	24460	43740
545	J_M_pos_control.tif	0.00285	31533.24623	24532	40440
546	J_M_pos_control.tif	0.00310	31707.81481	24476	42072
547	J_M_pos_control.tif	0.00198	30887.88406	24456	39052
548	J_M_pos_control.tif	0.00269	31396.44681	24464	40624
549	J_M_pos_control.tif	0.00155	29474.66667	24492	36308
550	J_M_pos_control.tif	0.00318	31667.35135	24504	41336
551	J_M_pos_control.tif	0.00244	30732.44706	24456	39064
552	J_M_pos_control.tif	0.00189	29490.30303	24464	36884
553	J_M_pos_control.tif	0.00090	28049.39683	24492	32184
554	J_M_pos_control.tif	0.00161	29415.39286	24512	35380
555	J_M_pos_control.tif	0.00090	28238.79365	24676	32760
556	J_M_pos_control.tif	0.00036	27721.76000	24712	31348
557	J_M_pos_control.tif	0.00504	31955.06818	24448	39240
558	J_M_pos_control.tif	0.00063	27378.81818	24708	30148
559	J_M_pos_control.tif	0.00377	31729.11027	24560	41588
560	J_M_pos_control.tif	0.00047	26686.30303	24460	28864
561	J_M_pos_control.tif	0.00146	28634.94118	24480	33824
562	J_M_pos_control.tif	0.00231	29641.21739	24484	36520
563	J_M_pos_control.tif	0.00248	28507.14451	24468	34684
564	J_M_pos_control.tif	0.00371	30948.21622	24472	39028
565	J_M_pos_control.tif	0.00254	30241.12994	24468	37560
566	J_M_pos_control.tif	0.00166	28678.72414	24444	34296
567	J_M_pos_control.tif	0.00095	28070.60606	24676	31708
568	J_M_pos_control.tif	0.00209	29125.91781	24504	35164
569	J_M_pos_control.tif	0.00236	29716.12121	24492	36996
570	J_M_pos_control.tif	0.00307	30373.68224	24468	38544
571	J_M_pos_control.tif	0.00052	26807.55556	24464	28964
572	J_M_pos_control.tif	0.00305	30406.91080	24496	38188
573	J_M_pos_control.tif	0.00264	29855.23913	24448	36412
